entry_id,compound,efficiency (%),Open circuit voltage (V),Short circuit current density (A/m²),Fill factor,Band gap (eV)
3W5takRLZ6edhv3SfsVEVfAuAug6,MAPbI3,16.91,1.05,217.0,0.74,1.6
3WAU9lXmlAewl7ipQDy79OxMEVIT,MAPbI3,10.7,0.93,189.0,0.61,
3WSNl6ExVedpq1JXfu8d6XR_HOxy,MAPbI3,13.0,0.92,210.0,0.67,1.6
3WUAWxlVCu0_jhflliqpUVNcVaS2,MAPbI3,11.1,0.97,180.0,0.64,1.65
3WX8oQfx7963USCdhH9Y0KS4ksCp,MAPbI3,12.8,1.06,180.0,0.7,1.6
3Wf0ogiF94JdCOpMrBEuTV8xzmFY,Cs0.07FA0.81MA0.12PbBr0.38I2.62,17.6,1.11,220.0,0.7190000000000001,
3WhMAK6Y8GSZsVPXBlqfjh2UO-4V,MAPbI3,9.01,0.89,187.60000000000002,0.54,1.6
3Wils-ZJXHglQFq69Xf2gNx5ylWj,MAPb1.0I3,13.2,0.97,210.2,0.62,1.5499999999999998
3WufsNgRt8u3tCS8RvHsGNVc3Ekd,AgCs2BiBr6,0.86,0.95,15.0,0.6,2.05
3WvjLmXhxLVX7TQ8IO0oUx7_mGMt,Cs0.08FA0.77MA0.15PbBr0.51I2.49,15.82,1.099,200.09,0.72,1.6
3WzOIsp6ZwwjhMJO799dDFVWzWO3,Cs0.05FA0.79MA0.16PbBr0.51I2.49,17.7,,,,
3X6O7ytQ5e3ahHE4OhrnyHoE2uro,MAPbI3,7.31,0.96,148.9,0.512,1.6
3XEQtYF7_v-lHW88zwv72R3ZnRK7,MAPbI3,0.17,0.42,6.8999999999999995,0.58,1.6
3XM_rVlBRw_3JXQr4qhMNgPytlE1,MAPbI3,15.34,1.03,209.3,0.71,1.6
3XPYr28BbBntF9cltqA3YbAVQsdn,MAPbI3,7.62,0.89,120.7,0.7090000000000001,1.6
3XQuDJoN_XbHYUA_OFDFFBnxYVRB,MAPbI3,8.65,0.91,146.7,0.64,1.6
3XWJlDpESV28ggW5bzdAMyF2Lo_E,CsPbBrI2,11.91,,,,
3XXAHdcHPr_u-BciVokAPCb9559w,CsPbI3,5.96,0.866,127.8,0.539,1.6999999999999997
3XXZksgenEp82a4nBOoqRSeqbffO,MAPbI3,10.2,0.96,172.0,0.62,1.6
3X_hh_BEoGW9Qdas4qZ2Zpq4wLiK,MAPbI3,1.44,0.75,56.0,0.344,1.6
3XaXSjF4aLN-ea1WZAaTnAs8xD3V,MAPbI3,14.4,1.04,196.0,0.71,1.6
3XbGa-DF2wrsdoT3geG6eMpk6Mm0,MAPbI3,13.1,1.06,180.5,0.6809999999999999,1.6
3XfNe-PBNhDvYIAovF63NyAJnyVm,MAPbI3,16.58,0.99,221.1,0.75,1.6
3Xfwo3x1qb8KAd1fPFVcvcgmvEdT,MAPbI3,14.08,1.09,186.1,0.69,1.6
3Xlvoo2p6Qkd74MaCy8WMGEFFzOO,Cs0.05MA0.95Pb0.95Sn0.05Cl0.1I2.9,9.13,0.826,179.0,0.612,
3XoAwI542PY1ix3Lthu25v8ksRyt,EA2MA5Pb6I19,11.59,1.018,211.4,0.552,1.61
3XqR167fluU4z8wEShwJ1g0LEERv,MAPbI3,19.2,1.09,228.0,0.765,1.59
3XrEKycBZTqiy6l5Ua1mt-3G36wN,FA0.85MA0.15PbI3,19.95,1.11,241.1,0.745,
3Y-84VjiryQ-nSBCqEgGXUq8LVQs,MASnCl3,3.0,0.551,120.9,0.53,2.18
3Y7I_VEWFmj_sjtiii_FcpkoWrad,MAPbI3,15.6,1.04,217.8,0.6890000000000001,1.6
3Y7p2hfcnVIsa-1V7NlqMbfn-e6C,MAPbI3,14.92,1.03,201.20000000000002,0.72,1.6
3Y8muOR2re7vRePsPRGC3nrf1QAp,MAPbI3,19.08,1.12,225.9,0.75,1.6
3YPngIk1u2C0CoCPSrB1Bof7doIe,MAPbI3,13.7,0.95,225.0,0.73,1.5499999999999998
3YULdAEpgNUCkljjsyMYBd6wPv4C,MAPbI3,10.33,0.87,197.10000000000002,0.6,1.6
3YYRPGmgLOWQtGeSiqaeGwuSnZBD,FA0.85MA0.15PbBr0.45I2.55,15.46,1.07,230.79999999999998,0.62,
3YZ3KqljDpIprxP0gbZRseLman32,MAPbI3,3.2,0.92,140.0,0.24,1.6
3Y_09bC1dt0d7dX2J6sIBk2YyBoz,CsFAPbBr0.2I2.8,11.6,1.088,156.9,0.696,1.72
3YgZWViDLU_qH2QNBqb70DV0ICnV,MAPb1.0I3,9.08,0.92,137.10000000000002,0.72,1.6
3YuXBsALOxF-qv8-0xX_-FCXMFuK,MAPbI3,12.8,1.03,200.39999999999998,0.61,1.6
3Yx9ztD2mI-UskIzGTQ7qZIDbjcl,MAPbI3,7.31,1.037,134.3,0.525,1.6
3ZELxVtzzqXGVcUhaLO3oHg0zSVP,FA0.81MA0.15PbBr0.45I2.51,17.2,1.13,222.0,0.68,
3ZJFw65vfDLQ6QaVuPWlSZqSbddf,FA0.7MA0.3PbBr0.095I0.905,17.79,1.118,206.1,0.772,1.63
3ZhM14mzd9D0uU5DyK8reV7LtP5U,MAPbI3,16.8,1.07,201.4,0.78,1.6
3ZngrurMtUgqkOd-AJnYuq4505kM,MAPbI3,8.08,1.09,145.9,0.508,1.6
3ZtCDxVjYLw8lItbYCILK6v4m--9,MAPbI3,11.07,0.99,178.0,0.63,1.6
3ZwBGvDL9qdZeXID1hSZi4McjJuo,MASnCl3,9.41,0.78,165.2,0.73,
3ZwdWbS9_8b8AHpAuf9rdbMHUVW1,FA0.4MA0.6PbI3,15.1,1.027,220.7,0.7070000000000001,
3ZydBr3aMRkJVul4DOMhrunDNq9i,BA2Cs0.1FA2.36MA0.48Pb3Br1.7I0.83,13.96,1.1,208.1,0.613,
3ZznFP4F97LJVy4h8YXQr7R__Sul,CsPbBr2I,7.62,1.311,111.5,0.56,
3_5LMqcJDRlrDZ3qoxNMK2ZpRvPv,MAPbI3,4.09,0.94,80.3,0.54,1.6
3_JRKpR4xnVvAajNeLdI1SBv1BNT,FA0.3MA0.7PbI3,13.0,0.85,200.0,0.76,
3_SPoJwaEyggz33quJ60PdSBXg-2,MAPbI3,13.7,0.93,121.0,0.64,1.6
3_T8J3KiGUCSPPNrsrM1_kuyPPmE,MAPbI3,12.05,0.895,186.9,0.72,1.5300000000000002
3_YiJeXunnxMzkdRXTib_--po58s,(PEA)2MA3Pb4I13,6.6,0.96,93.0,0.74,
3_arXOypcrJWeBpPlc460DifSxia,MAPbI3,9.0,0.98,135.0,0.67,1.6
3_jNYVeOrnKwlENKpfAZ7QTiURgB,MAPbI3,3.6,0.92,100.19999999999999,0.39,1.6
3_ovlWCRBI1s4T0Ku3ea6ZC_zgGl,MAPbI3,4.19,0.74,139.70000000000002,0.41,1.6
3a5gIUotRgvm7RJeEAmGw8OnNODh,FA0.5MA0.5PbI,11.6,0.95,179.0,0.68,
3aGAkbW7sMT_KsV0ofIW_aAYgQqT,Cs0.05FA0.79MA0.16PbBr0.3I2.7,12.7,1.03,211.0,0.581,
3aNB9jn3lXhJ6JdKVe13z5F2xgtl,MAPbI3,17.72,1.06,212.5,0.78,1.6
3aRjO6_EatN9j1NxPMJxL1DHpxVc,MAPbI3,15.03,0.997,206.9,0.73,1.6
3aUqMF1BXMuJNrInRK8vbG2WoOO2,MAPbI3,17.2,0.97,217.8,0.82,1.6
3aWbh3Ke4M2PxaaubLMhuqb8ZZIq,Cs0.15FA0.85PbI3,4.75,0.86,102.89999999999999,0.536,
3agMAQq0l6Jd7snaMsPaKtogc3fl,MAPbI3,3.54,0.845,115.7,0.357,1.6
3b5fCUc_i2ZiC7Q8nGUXkRqn6uwJ,CsPbBrI2,7.7,1.073,113.0,0.636,
3b6U3mXKG2pXAOJzt2u1P2iW1JET,FA0.85MA0.15PbBr0.45I2.55,14.47,1.04,220.79999999999998,0.63,1.6
3b6dIQXFqZOUohMS8RWiTpb54KHy,MAPbI3,16.17,1.1,199.0,0.738,1.6
3bEyVQ-mHxPhi4h_FPGFsbKZgQV2,MAPbI3,14.08,1.05,193.9,0.733,1.6
3bGBZnMyzphVWSPp39C-X5YMwtNy,MAPbI3,11.0,,180.0,,1.6
3bL5QYOhiQedMh1Bc9AiazBmWY8C,MAPbI3,5.02,0.78,94.5,0.66,1.6
3bMLFiqjf0NQybcLcgLvJhhmIK--,MAPbI3,9.2,0.914,139.0,0.69,1.6
3bRiTSBdPm1RvortSvRma_xrpQHx,Cs0.05FA0.8MA0.15PbBr0.75I1.25,16.2,1.17,198.79999999999998,0.72,
3bdRZurKSZ2l-Ywgv5Eyj7UBwJMJ,MAPbI3,3.14,0.5870000000000001,116.0,0.46,1.5
3c2Wo-jz6jsv7uMV5t9-sc_1JAel,Cs0.05FA0.79MA0.16PbBr0.51I2.49,17.9,1.09,214.89999999999998,0.758,
3c77_p3ItBSsVHNZOxmCt_v8EoHg,FA0.85MA0.15Pb1.0Br0.45I2.55,7.6,0.9,169.0,0.513,
3cH06dvCuDmVRRL3d0jLkCSKxxuX,MAPbI3,6.48,0.7190000000000001,143.0,0.62,1.6
3cKu94-N_TQtq8GrKVNLjPA1LJ89,MAPbBr0.45I2.55,8.16,0.98,159.4,0.522,
3cVMdQaR0xCgFSp_bM0ZvgGzB3ci,MAPbI3,8.5,0.95,175.0,0.51,1.6
3c_YjdyK_MUEi4IN7VDwJnhl3D7m,FA0.97MA0.03PbBr2.91I0.09,12.39,0.9,208.5,0.659,
3carxUv8sfluIZSkMhPkqwOlYUYd,MAPbI3,7.61,0.87,146.8,0.59,1.6
3cgTBy-3kwhZQezxoGgKOnGfFqBB,FAPbI3,4.6,0.65,152.0,0.45,1.48
3cj8bX9U90e3OhoAE6cz0cV2TwuX,FASnI3,7.35,0.541,199.1,0.682,
3cqBxCWiNh4UQLF7GKYgozcDxTcj,MAPbI3,12.6,0.73,226.0,0.77,1.6
3cqI6MdtA_ZJHdV9skBc8krpYaBP,MAPbI3,8.51,0.83,158.0,0.645,1.596
3d8-WOaUd5zHPQfIL9cHGzWrJT8n,MAPbI3,13.8,0.976,207.0,0.684,1.58
3d9LJyFt5YqOzcw3sNz8do6hNDga,Cs0.05FA0.79MA0.16PbBr0.51I2.49,13.65,1.015,204.89999999999998,0.64,
3dADYq8OA50NqwZjNlMIHnlLlnXN,MAPbBr0.45I2.55,5.59,0.78,160.0,0.4479999999999999,
3dBK_iommicewurLPVOORdNMVQ8W,MAPbI3,12.4,0.996,191.29999999999998,0.6509999999999999,1.56
3dVkrYELml_0_aLzlXgVfNbrt9Ko,Cs0.05FA0.79MA0.16PbBr0.51I2.49,16.1,1.02,219.0,0.72,1.63
3dc46U0usd4aB2AJWINw5ABoQ2Qj,FA0.8MA0.2PbBr0.6I2.40,13.46,1.11,178.9,0.68,1.5
3diuEbkekE-dn8dsoj4Yc9vO3yo0,MAPbI3,17.2,1.1,219.0,0.71,1.6
3dobQzhOOK84NPttebXQkSfhiVFm,MAPbI3,15.4,1.04,212.7,0.6940000000000001,1.6
3ds0x5gnzB_vi51Iqt2heTsYXtH_,MAPbI3,14.83,0.97,222.89999999999998,0.685,
3e6TSOZ7Pc2DtyPMPJr8qABDyGKc,MAPbI3,2.3,,,,1.6
3e9aAXPaSEylc0EuKHN3BXAoQPmY,MAPbI3,0.76,0.38,50.9,0.3939999999999999,1.6
3eKeg8f4Sej03v3KWh3SWQPmQCpm,MAPbI3,0.83,0.69,8.299999999999999,0.4,1.6
3eMeSCDYLZRfn1FdQoFqBpQXnNJE,MAPbI3,7.57,0.96,142.7,0.56,1.6
3ebZZrnsQLAT6snnp9HPXwWQAyUB,Cs0.05FA0.81MA0.14PbBr0.45I2.55,17.72,1.094,222.8,0.73,
3egJhGn87e5_BjEzqoLwkPBpxONu,CsPbBrI2,13.5,1.1,151.0,0.81,
3eqXdsDUG0PtQlFBVjDzp4xDmyGI,MAPbI3,13.42,1.05,177.5,0.72,1.6
3etP7MccnhEfDoJ4v7-eauc_n7gT,MAPbI3,9.5,0.9,188.0,0.61,1.6
3ex29eI_sg6OpSUGprfJn4SgQPsH,MAPbBrI2,13.68,1.08,208.2,0.61,
3f7UaiQE9MJdycSwUl50s-JNg7p_,MAPbI3,5.67,0.64,188.5,0.407,1.5499999999999998
3fVzXlRqeQoBlKdqs-40gwJcyuWO,MAPbI3,0.25,0.93,7.199999999999999,0.37,1.6
3fXoSHTwJqzf588lw2FPQhzqaU6j,Cs0.05FA0.81MA0.14PbBr0.45I2.55,10.7,0.87,208.0,0.532,
3fkSYn7XO1z5NI-XUlnuL5OB30p4,FA0.85MA0.15PbBr0.15I0.85,19.5,1.12,231.8,0.7490000000000001,
3fkWkIgd9gTr_yaC9JquSpkOxFd2,FA0.4MA0.6PbI3,15.5,1.002,220.5,0.7020000000000001,
3fkgJXVtMqseTa55epaUB2cp-tHh,MAPbI3,11.7,1.06,203.0,0.54,1.6
3foU6Ga44YXMYBVcSYOxciC7gLl-,MAPbI3,13.8,0.98,203.0,0.69,1.6
3fz3_oAQ0nquOon-QoixbfRcKWFo,MAPbI3,11.2,0.9,181.1,0.69,1.6
3g-zaEeTWQ_x7-BWJgw0_YYVy6j2,MAPbI3,16.66,1.05,208.79999999999998,0.76,1.6
3g0QIMS9vXyjtcgzXyo1ynkiaWvC,MAPbI3,13.84,0.992,231.8,0.602,1.6
3g4jJmjGTOB73QydS374UEC4bk1I,MAPbI3,5.95,0.883,48.0,0.6559999999999999,1.6
3g8dgKb_Yl6fBQpH0eQ2AgT7HDaS,MAPbI3,0.1,0.198,11.0,0.33,1.5499999999999998
3gBphAZ8MSmSPalEKtcKfxk6tRXP,MAPbI3,0.01,0.07,34.0,0.064,1.6
3gEMmgQARvMkdXvjYZemodX0dEFC,MAPbI3,12.0,0.98,195.0,0.63,1.6
3gJEaAoVDPMqQl6KzQtZcDeRbpsE,(3AMP)FA0.75MA2.25Pb4I13,11.18,1.08,133.6,0.778,
3gNL8NQy2T6cJPvbdWf5mMPmfrkH,MAPbI3,20.1,1.11,244.0,0.74,1.6
3g_yvyFLfs_tqijxK1YQMwnYSXNb,MAPbI3,8.9,0.9,135.6,0.72,1.6
3gekgum4jzJ0mfRhYIgWn3yS_3WL,MAPbI3,15.4,1.11,190.0,0.73,1.6
3ghzCdE81mDEmcDleqCXFF5nR6sE,MAPbI3,1.82,0.81,55.599999999999994,0.4,1.61
3gp7PszHKGnyl5lYGAOKRONGKOAs,MAPbBr0.75I2.25,12.6,0.953,189.0,0.69,
3gqnB1RaQt-h8V9Omhbwa3cQC_vI,Cs0.1FA0.75MA0.15PbBr0.35I2.65,15.53,1.07,218.70000000000002,0.67,
3gzlAsR6BY7vu4zt3N8w72U7bkNY,MAPbI3,10.3,0.96,134.0,0.8,1.59
3h5doI3EOlXOLUMeS94b9GmwEqri,MAPbI3,9.3,0.95,169.0,0.58,1.6
3hHmONRti4B-3837PbuMfSUW1or7,(PyrEA)PbI4,1.32,0.82,24.61,0.654,2.48
3hNql7Gh8kKtUgrU3oIqS4ugtLfc,MAPbI3,10.77,0.98,155.1,0.71,1.6
3hd2Hdz8yUhND7SpNZskTQkDsabB,MAPbI3,12.3,1.0,230.0,0.54,1.6
3heltt1AyMRCqcQRjKtPCMSxrrXm,Cs0.05FA0.81MA0.14PbBr0.43I2.57,17.74,1.132,216.9,0.722,
3hqNzBCglLPnOFjjuDfILf0JOdBU,MAPbI3,13.9,1.02,194.0,0.7,1.5499999999999998
3hvgH4JnoNpmEZEPkkzwR4KYzzNh,Cs0.05FA0.81MA0.14PbBr0.51I2.49,17.6,1.05,223.0,0.75,
3iBLCI212Xxy0ecHzVe9fSBsIzhM,MAPbI3,12.9,0.96,191.0,0.708,1.6
3iCnKfnOorGBuk0UbKzFlgMqjFJP,MAPbI3,14.09,1.128,195.5,0.639,1.6
3iDVCjcJ-O2ZqK-v2PJry8BZK-sk,MAPbI3,15.2,1.0,222.7,0.68,1.6
3iOe6mQCdg9LRWV0CB-vHpZZVspA,MAPbI3,13.1,1.06,188.0,0.64,1.6
3iRctCLtxcinwSao6xlILkLYwUn0,MAPbI3,18.25,1.1,222.7,0.75,1.61
3iV6sDBpzikXkzcUJQQOPtnq8Rlj,MAPbI3,16.28,1.11,227.60000000000002,0.65,1.481
3iZK3cyTmLJYOOJh_vrBmj7FZ-Jw,MAPbI3,10.3,0.95,164.60000000000002,0.66,1.6
3ifsxrcAf9A9q5Ore_c_OFXQGnb4,CsBi3I10,0.22,0.35,12.0,0.5,1.7700000000000002
3isrAfJI0g0qUlrj73L-1IOiBDHd,Cs0.17FA0.83PbBr0.8I2.2,15.87,1.194,193.70000000000002,0.687,1.72
3it_dQTh_KpSOPNfy3Z85mmNXzYv,MAPbI3,19.47,1.15,226.4,0.748,1.59
3j4kUvt_fFxpaQzr0cdkEMAhtEql,MAPbI3,11.47,0.95,176.6,0.68,1.6
3j9lts2ozcfnCG-wLRIP7aiELffD,MAPbI3,12.62,1.01,209.7,0.598,1.5499999999999998
3jM0GkXVk0OqXXOs7oXNwE3yGEsG,FA0.2MA0.8PbI3,8.0,0.88,185.5,0.49,
3jSeJwBhmkM5fSFAJQTLq4SwImja,Cs0.05FA0.79MA0.16PbBr0.51I2.49,1.66,0.88,56.0,0.34,
3jVfBEgHG4TihB5uq9D-ObI9FCgU,MAPbI3,15.63,1.008,212.7,0.7290000000000001,1.6
3jcirW7IqIRgx2w3Ng28EsYv-KDY,MAPbI3,16.87,,225.7,0.73,1.6
3jgrumNQ0HNa4DiYtA26I8S6nuEQ,CsPbBr2I,4.87,1.05,79.9,0.58,2.07
3k-WYqG5dMZHD7u7IEyQTXdOp0ba,FA0.8MA0.2PbBr0.2I0.8,19.07,1.09,222.5,0.784,
3k-_teeL9EB81WXe6nKF-l6Xlner,MAPbI3,12.11,0.92,213.4,0.618,1.6
3k0LCzfBD69ierJYQctRfwyKdrjT,MAPbI3,9.37,0.8009999999999999,214.3,0.546,1.6
3k3rwQuWyty2FE1yiLn_2q1WzFvc,MAPbBr0.15I2.85,7.5,0.97,110.0,0.68,
3k68V30ySgtFHApDPDC7hCZXtEuk,MAPbI3,13.46,,,,1.5
3k6IQ-DhMvDlpWHi-1diT-Sli0KG,Cs0.05FA0.7885MA0.1615PbBr0.51I2.49,18.2,1.14,219.0,0.75,1.6
3kEehNbj6mkYoffU84abs3yiY56e,BA2MA3Pb4I13,1.5,0.88,46.900000000000006,0.36,
3kH6OqC0S4W8JVs1oLgZpfFwGK1g,MAPbI3,8.86,1.02,175.0,0.49,1.6
3kIi2DGgmtq6QyDNR_G5vGo2JgzJ,MAPbI3,15.7,1.05,225.0,0.66,1.6
3kW9vZGm2BihrKE_i9HPtW5N1iAc,MAPbI3,16.56,1.09,211.0,0.72,1.6
3kaUfhxiE0W2JB0HeSOO-jCUlCJ4,CsPbBr3,8.9,1.4980000000000002,71.6,0.84,2.3
3kbqqQs5sWeuSo_bstmBa6JifNfx,MAPbI3,13.3,1.03,204.0,0.63,1.6
3khTOzRT8X6qwjIv-xKtBleXu-ON,(PMA)2MAPbI3,6.56,0.88,144.9,0.514,1.61
3krYuPAlOVmiWg1x4EX2lC-TxnfF,MAPbI3,4.91,0.73,104.60000000000001,0.62,1.6
3ktT4R4hQPUF1v38Qt2sJMwQ_N9o,BA2MA3Pb4I13,6.71,0.86,115.19999999999999,0.6809999999999999,
3kyQUYaT5AyewWCstu1-dqG6s5CW,MAPbI3,10.46,0.95,175.5,0.627,1.6
3kyhZh6Aw2V24iYRu0aHqNIHIFUe,FA0.75MA0.25Sn1.0I3,12.24,0.125,293.0,0.48,
3kyip6Dz9_N7KgV72edj4_qdQmk5,MAPbI3,5.9,0.67,166.0,0.53,1.59
3l6tIf71oO44yClZah_dOpwC4EUy,MAPbI3,12.98,1.02,189.89999999999998,0.6729999999999999,1.6
3l8RtifK0k68HdGe499x6rZGwUYG,MAPbI3,7.97,0.809,136.0,0.7240000000000001,1.6
3l8aHnAgH7mMXJF6uzrPioj2XNws,MAPbI3,7.9,0.81,170.9,0.57,1.6
3lHrULdpYWPyfaBLxDQINHARcIOE,MAPbI3,4.38,1.02,69.1,0.62,1.6
3lU8iipumGGDFEUcDF5dhn6dFtrS,MAPbI3,15.1,0.96,237.8,0.65,1.6
3lZngPxXS3CEryuNo8jE_o8sDuHN,MAPbI3,12.13,0.94,179.7,0.71,1.6
3lfnNsrUYM5JceVF6nS7FH3bZPMi,MAPbI3,14.34,0.88,195.39999999999998,0.831,1.5
3lrjSVMLIZ5ZGa9JEbqd9R22iM9y,MAPbI3,15.68,1.08,205.7,0.7040000000000001,1.6
3lsxtNGD1j692qtr5D9OnZ2viof0,MAPbI3,11.07,0.89,178.70000000000002,0.693,1.6
3m4Rxgh54KakTaPWr1pssnVG7Mmo,MAPbI3,6.14,0.63,237.8,0.41,1.5
3mPTI1iAbdHcHAGJ9qjok91Cezgt,MAPbI3,13.77,1.0,196.6,0.7,1.6
3mS0Chmzijrv88eC4JyTqtsevtP3,MAPbI3,10.1,0.94,167.0,0.638,1.6
3mYSSoRINFXeHQgcmZ9RhLwLS0SR,MA3Bi2I9,0.12,0.68,5.2,0.33,2.1
3mbyKPwVNrMHWHyOtrD7UYzTf-cq,MAPb0.5Sn0.5I3,12.3,0.69,267.0,0.669,
3mlLOLkKjuWq1jqd4BJTR8YEZrKd,MAPbI3,10.0,0.96,176.0,0.591,1.6
3mmW5_sA6QLvbMTnYrScOQBmOPU5,FA0.7MA0.3PbI3,17.5,1.0,223.70000000000002,0.784,
3mmg696DqJ7FvRDlPooOB5Xwx50Y,MAPbI3,9.12,0.98,205.0,0.45,1.51
3n1oaFXDJyD_Q7ouLZ9foxV3-aHT,MAPbI3,17.69,1.028,219.89999999999998,0.78,1.6
3n9FOXdTCkiGtYvX1Xce_vpuHawY,MAPbI3,15.5,1.0,212.0,0.73,1.6
3nM1y4wHJraKpnL5RAcju52wnn81,MAPbI3,13.37,1.03,177.7,0.728,1.6
3nPV_X6VdxhUH_0nR68aMzhVA28M,Cs0.2FA0.2MA0.6PbI3,20.1,1.13,230.0,0.75,1.64
3nYJ9cXPveESofX-rOuxJngGpzcj,FA0.026MA0.974PbI3,19.01,1.031,249.8,0.731,1.516
3noOW1QFvO79K9_NFHKDQ5igtGIw,MAPbI3,14.48,1.07,201.5,0.675,1.6
3npZSnx9JSYxRwJqAj3wpGYAMXB_,Cs0.05FA0.79MA0.16PbBr0.47I2.53,19.1,1.11,240.0,0.716,
3ntTbEwxswrqVR7ErC5SSBDMraNu,(TEA)2MA3Pb4I14,11.32,0.9,190.10000000000002,0.66,1.65
3oCqSbO24lwrksYLasqGMA8Bqd6M,Cs0.07FA0.79MA0.14PbBr0.45I2.55,4.71,0.91,148.0,0.35,
3oHMkw3SHIZlSquLZQl3wL8FXyVF,MAPbI3,18.11,1.09,210.79999999999998,0.787,1.6
3oQqChYptxaX4dFR5i8t_rtadiFN,MAPbI3,15.62,1.086,209.1,0.688,1.6
3oSfz4QA1klJV8HKwsDBp-ip9-6A,MAPbI3,19.26,1.11,233.57,0.743,1.6
3oWk9CRMnV11wSIBk86z8TUYwaBh,MAPbI3,8.0,0.95,180.0,0.45,1.6
3oWwv-Q8ZMTJ5RLWTagXHpQVuLgq,MAPbI3,8.81,1.0,157.7,0.486,1.6
3oe6H8HK1OunEzBkNSiopywT9BTm,MAPbI3,15.45,0.97,240.0,0.6629999999999999,1.6
3olK0C-R9kiqFE4O_6LiQ-ampn4W,CsPbBrI2,10.21,1.12,125.7,0.725,
3orwedj9WlaVmfVknfJMxy0sPNR6,MAPbI3,18.27,1.08,221.6,0.76,1.6
3otsvMaExtl47L1_jKj21_53VqHf,FAPb0.4Sn0.6I3,7.57,0.601,247.3,0.509,1.29
3oyQHGDmsAgaUGIaSf8tT1b7orVc,MAPbI3,12.6,,,,1.6
3p1FUUXltc3OXhe64_KS_qUXU649,CsPbBrI2,13.34,1.12,157.79999999999998,0.75,1.9199999999999997
3p8N39wHE7qxTK62EYDAkS7Q9r7A,Cs0.05FA0.79MA0.16PbBr0.51I2.49,15.78,1.043,216.0,0.698,
3pEkjR5kLHqkzdE_cV0PhE1AbhUh,MAPbI3,15.1,1.07,205.0,0.69,1.6
3pRaMG4Spmup_qASxyJlk-97uKtr,MAPbI3,17.56,0.95,229.7,0.8290000000000001,1.6
3pSP8bIG7m3I4HFO2aiuRkCjWGuJ,Cs0.05FA0.79MA0.16PbBr0.48I2.52,19.66,,,,
3pmbQ3vArUDs8nysDFIurTcQsnYN,MAPbI3,15.72,0.962,245.0,0.7,1.6
3py1XmbGQ47TJF8sHwpK3M1SFVgi,MAPbI3,15.0,1.018,192.0,0.767,1.6
3pzRP6KX_jbyWMZ8a8MipYZYZaIq,MAPbI3,11.28,0.969,187.89999999999998,0.62,1.6
3q4IWtaQw_jNTz1Te2wDdTHVd46A,FASnI3,4.0,0.31,216.5,0.647,1.4
3qNyKT4Kw4WY8KfKamWKn-5tIWB2,MAPbI3,6.37,0.96,161.0,0.86,1.6
3qZKjzhAy6ecEMNBzZC1tPRfFFHq,MAPbI3,19.1,1.07,224.0,0.7759999999999999,1.6
3qo2e9T--bIV-ZQJDqYkBJyxEJ0v,FA0.9MA0.1PbBr0.1I2.9,18.71,1.1,232.2,0.735,
3qqcjwsvGXt3emvlN9zhXbBBxPPD,MAPbI3,10.25,0.84,179.3,0.71,1.6
3qrYRlwSH8iXENg8ZOt5DRN5O32g,MAPbI3,13.9,1.13,198.0,0.62,1.6
3r2EjzmhYj-nNK1k0EzfClL76l2T,MAPbI3,8.0,0.81,177.0,0.552,1.6
3r5LrzHQ76X1D9Au81ERaDMaBIAl,MAPbI3,8.74,0.848,175.39999999999998,0.588,1.6
3rCg2wNmoqlwA2jGTTsahz3gYqu0,MAPbI3,9.64,0.82,199.7,0.589,1.5
3rNtC_umnknHV0-YLCo3d6M1d50B,MAPbI3,16.35,1.0,221.29999999999998,0.7390000000000001,1.6
3rg5HlFKG-DM9wDvH0jye4_fNKmF,Cs0.1FA0.75MA0.15PbBr0.35I2.65,14.33,1.033,203.5,0.682,
3rsIOVCM6Fdre_QB_xnoZdZpt9QJ,FAPbI3,13.0,0.905,230.0,0.63,1.48
3rtHWFBCjflgiZvPZ5h5u5DX8tg3,MAPbI3,16.8,1.08,210.0,0.746,1.6
3rv_Ob94ovCF6fhd9On-5fiFqcb3,MAPbI3,9.47,0.9,239.89999999999998,0.4379999999999999,1.6
3s0DpmgxNCt3mVZ27TUHeJLx1_b7,MAPbI3,10.71,0.896,168.61999999999998,0.71,1.58
3sATyC77Iv1JsitsN-_Z1YQN9kSJ,MAPbI3,2.91,0.525,156.88,0.354,1.58
3sAVB2PiuqyUxYIrgUcGw_VOaBwr,MAPbI3,10.24,0.91,199.7,0.56,1.6
3sDkZgljXTfrQah9107TnfoquYnl,MAPb1.0I3,18.1,,,,1.6
3sHlv3FtJe4xL0ZoXohjD1l9alWg,MAPbI3,9.74,1.05,165.3,0.56,1.6
3sb4-aULL8dhaiKyU0djDqbwnzu2,MAPbI3,11.5,0.969,176.4,0.67,1.6
3sbqqrs2LPj3238ieEUCHPGsDPDW,FA0.5MA0.5PbI3,13.64,1.054,192.10000000000002,0.679,
3shnwlSxEhdJaR1vdZUBLmITiJwA,MAPbI3,19.5,1.06,227.0,0.8,1.6
3srTt5iCFlC6A2Ms4lGqQKKirjzx,MAPbI3,9.63,0.88,202.8,0.537,1.6
3t2F3fVR48Lc1wbwK_kZrbrFZf2R,MAPbI3,22.2,1.12,230.0,0.78,1.6
3t3eNxWNSAD59Egzjy_JiivKqYV9,MAPbI3,15.8,1.09,206.0,0.7,1.6
